u_nickname,u_url,m_content,m_content_url,m_content_id,m_images,m_videos,r_comment_num,g_publish_time,r_like_num,r_trans_num,verified,u_id,u_desc,u_fans,u_follow,u_login_time,u_area
Bloomberg Opinion,https://twitter.com/bopinion,"The strategies pursued by South Korea, Vietnam &amp; China are paying off. As of Nov. 1, the cumulative death rate per million is:

",,1322935858652237826,['http://pbs.twimg.com/media/ElwDZq0WoAE49vq.jpg'],,797,2020-11-02 00:24:39,13623,6389,1,227682918,"Opinions on business, economics and much more from the editors and columnists at Bloomberg Opinion.",332962,585,2010-12-17 22:20:58,Worldwide
Ahmed Patel,https://twitter.com/ahmedpatel,"The strong BJP government couldn¡¯t evict China ,couldn¡¯t evict the Coronavirus and couldn¡¯t evict Crisis the facing the economy 

But they are using their strength to evict 8 opposition MP¡¯s

And reason to evict? Standing up for farmer¡¯s rights 

#NewIndia",,1307944359103352837,,,117,2020-09-21 15:26:50,4699,1170,1,1624707968,"Member of Parliament (Rajya Sabha) from the state of Gujarat | Treasurer, Indian National Congress",1097728,42,2013-07-27 13:52:57,"New Delhi, India"
David Jacobs,https://twitter.com/DrJacobsRad,"The tab so far for closing our economy?
$73 BILLION.

The cost of a mask for people in public spaces? 
25¡é.

Why is there resistance by Trudeau to acknowledge Taiwan's success with tight border controls and mask use?

#Cdnpoli #COVID19 #Taiwan #China
https://t.co/9lMDgSTztH",,1249353744485167108,,,107,2020-04-12 23:08:39,699,308,0,7.57301E+17,"Doctor. Ontario Specialists Association, Chair. Coalition of Ontario Doctors, co-founder. Ontario Association of Radiologists, President. Husband. Hockey dad.",26097,522,2016-07-25 03:45:47,Toronto
Chelsea FC,https://twitter.com/ChelseaFC,The thoughts of everyone at Chelsea Football Club are with all those who have been affected by the recent coronavirus outbreak in China and around the world. We stand in strong support with everyone who is taking action to fight this issue.,,1224661340247285761,,,145,2020-02-04 19:49:51,9642,1372,1,22910295,"Welcome to the official Twitter account of Chelsea Football Club. Download our app, the 5th Stand! ",16140202,272,2009-03-05 19:54:25,"London, England"
Laurie Garrett,https://twitter.com/Laurie_Garrett,"The trajectory of the U.S. #COVID19 epidemic just couldn't be worse, especially compared to other nations.
We've outpaced China and we're racing to hell at a clip well beyond Italy or Spain. https://t.co/cZhK9afPFr",,1243296025651154951,['http://pbs.twimg.com/media/EUETCAZXQAQJlaX.jpg'],,433,2020-03-27 05:57:26,4108,3074,1,299273962,"Former Sr Fellow @CFR_org. Recipient of Pulitzer Prize, Polk (2Xs) and Peabody Awards. Author: IHeard theSirensScream, TheComingPlague, Ebola & BetrayalofTrust.",237918,1818,2011-05-16 04:00:40,"New York, NY"
Bill Kristol,https://twitter.com/BillKristol,"The truth:
The virus was here before the China travel ban at the end of January. Trump did nothing while the virus spread through the U.S. in February and into March. So we were unprepared¡ªshort of tests and medical equipment. So we lost many more lives and jobs than we had to.",,1251219245989535745,,,545,2020-04-18 02:41:29,14756,4631,1,2800581040,"Director, https://t.co/PWRcR3IxJj. Editor at large, https://t.co/2a4u3o8vGm. Host, https://t.co/2cRflRmz1y. Fellow, @HarvardIOP.",882208,5995,2014-10-03 02:47:57,
OpIndia.com,https://twitter.com/OpIndia_com,"The unhinged dragon: China now blames India as the ¡®origin¡¯ of the Wuhan Coronavirus, WHO, which shielded China, to investigate

https://t.co/8sxF1xlJtv",,1332569914461319168,,,124,2020-11-28 14:20:00,826,188,1,74980737,"News and opinions website, bringing the right side of India to you.",515600,125,2009-09-17 18:25:56,New Delhi
David Lipson,https://twitter.com/davidlipson,"The various coronavirus responses around the world are very revealing about the psyche of the respective nations: 

UK: Keep calm and carry on
USA: Protect the economy
France: Protest
Italy: Sing from your balcony
China: Effective brute force
Australia: Rely on blind luck",,1238902551497580550,,,204,2020-03-15 02:59:20,4942,1412,1,67231441,"ABC News 
Previously: Washington, Jakarta, Canberra
Currently: Sydney",32111,1441,2009-08-20 12:49:26,Sydney
Mrs. Krassenstein,https://twitter.com/HKrassenstein,"The very definition of ""hypocrisy.""

REPUBLICANS:  China should be punished for downplaying the seriousness of the virus.

ALSO REPUBLICANS: Trump should be applauded for downplaying the seriousness of the virus so there would be no panic.",,1304083080362233857,,,190,2020-09-10 23:43:29,4303,1967,0,9.63791E+17,"#Bitcoin
Wife of a Krassenstein brother.  I am NOT a licensed financial adviser.  Email: krassensteinmail@protonmail.com",187960,6107,2018-02-14 23:03:48,Florida
Jack Posobiec ,https://twitter.com/JackPosobiec,The virus came from China,,1339944531123445761,,,866,2020-12-18 22:44:05,25412,3392,1,592730371,"Christian, China analyst, veteran",1186392,935,2012-05-28 21:31:22,Rent-free in your head
Lindsey Graham,https://twitter.com/LindseyGrahamSC,"The virus didn't come from Trump Tower, it came from China. Those refusing to hold communist China accountable are doing so because it would prove Trump to be right about China, and quite frankly, it's pretty sick.
https://t.co/3LtFQP13oo",,1258096417983381504,,,4283,2020-05-07 02:08:55,6141,1696,1,432895323,The official Twitter feed for United States Senator Lindsey Graham.,1948959,2068,2011-12-10 06:21:03,South Carolina
Quoth the Raven,https://twitter.com/QTRResearch,"The virus originated in Wuhan in a country of 1.3 billion and China wants us to believe 82,000 cases

We are an ocean away and a country of 328 million and we have 1.7 mil cases

When is the media going to do the brave thing and confront these numbers out of China? I'm waiting",,1265068845599010849,,,281,2020-05-26 07:54:51,3364,577,0,1469603575,Opinions/humor/sarcasm/analysis | Not financial advice | Do your research elsewhere | ¡ï¡î¡î¡î¡î Podcast | Patreon: https://t.co/cMaySWi3DS,150403,1227,2013-05-30 20:04:26,"Philadelphia, PA"
Brigitte Gabriel,https://twitter.com/ACTBrigitte,The virus should have been stopped in CHINA.,,1305335551541882880,,,130,2020-09-14 10:40:22,3674,548,1,7.22529E+17,Survivor of Terrorism. @ACTforAmerica Founder & Chairman. NYT Best-Selling Author. National Security Expert. RTs/Follows/Likes are NOT Endorsements.,276578,1786,2016-04-20 04:53:20,USA
ericbolling,https://twitter.com/ericbolling,"The virus started in China.
The virus spread from China.
The virus killed 140,000+ Americans

@realDonaldTrump calls it the ¡°China Virus¡± and the left screams ¡°racist¡±!

But.... when @SpeakerPelosi calls it the ¡°Trump Virus¡±... liberals yawn.

Got it.",,1285998857201971201,,,190,2020-07-23 02:03:14,3029,956,1,14839147,"Host:¡±America This Week W/ Eric Bolling¡± (ABC NBC CBS FOX); ""BOLLING With FAVRE"" (launch 2/2/2021); 2 NYT Bestsellers; 2020 Emmy nominee contact@ericbolling.com",1087891,945,2008-05-20 07:36:04,DC 
END SARS NOW ,https://twitter.com/chisomstella,The way China flipped the switch on the blame of the virus on Africans just proves they hate us as much as the next white person. But they wanted us to stand up against the racism they were receiving from white people ,,1249365430415896578,,,180,2020-04-12 23:55:05,26190,11703,0,351054773,igbo ,5128,2438,2011-08-09 02:31:43,ral _ gso _ atl (tba)
Jeryl Bier,https://twitter.com/JerylBier,"The way the National Health Commission of the
People's Republic of China tells it, the entire country of 1.3 billion people, three months into the pandemic, has had just ONE new domestic case of COVID-19 in the last three days:
https://t.co/R0B48aTlfU https://t.co/vKlvvWxw6i",,1243530205832118273,"['http://pbs.twimg.com/media/EUHoDr8XQAAJ31W.jpg', 'http://pbs.twimg.com/media/EUHoEeSWAAIeAfU.jpg', 'http://pbs.twimg.com/media/EUHoE5LXYAIr3Uh.jpg', 'http://pbs.twimg.com/media/EUHoFWRXsAE1wHp.jpg']",,268,2020-03-27 21:27:59,570,258,1,479568408,"Freelancer, now writing at The Script (link below), though infrequently. Mostly tweeting... for free. I know, right?
""Jerry""",9065,101,2012-01-31 22:36:30,jerylbier@protonmail.com
Paul Joseph Watson,https://twitter.com/PrisonPlanet,"The western media is currently obsessed with alleged stories of racism directed at Chinese people because of the coronavirus (usual 'white people bad' narrative).

Try visiting China and find out what they think of people with darker skin. Seriously.

https://t.co/yegWkf7HUd",,1225490796469727233,,,132,2020-02-07 02:45:49,1596,387,1,18643437,"""Watson is a brilliant polemicist."" The Spectator.....¡±Popular cutting edge political commentator.¡± The Jewish Voice. Telegram: https://t.co/LScQNv9624",1108941,770,2009-01-06 04:04:23,London
Tosin Olugbenga,https://twitter.com/TosinOlugbenga,"The whole of Africa have recorded only 23 #coronavirus death  compared to
ITALY -13950 Deaths
China -3314 Deaths
Spain - 10,935 Deaths
USA - 6,099 Deaths

But this evil people want to start vaccination in Africa

#AfricansAreNotLabRats
#DearMrPresident 
 https://t.co/PUxUdvky6W",,1246314718089936901,,,386,2020-04-04 13:52:38,3476,2496,0,740680459,"Software & Blockchain  Engineer |
Web & Mobile App Developer | 
iPromote Brands/Products | Global Market Investor. When i am not coding,i am trading. #MUFC #BTC",102638,42103,2012-08-06 21:56:16,"Lagos, Nigeria"
Brit Hume,https://twitter.com/brithume,"The widespread failure to anticipate the deadly spread of Covid 19 can be traced largely to one thing: China¡¯s mendacity from the start. The extent of it, catalogued here by _@jimgeraghty_, is stunning.  https://t.co/wNrfEKQDcR",,1245370923206742018,,,798,2020-04-01 23:22:20,7409,3508,1,112047805,"Sr. Political Analyst, Fox News Channel. Arguments welcome. Name callers & verbal abusers blocked. Parler Acct: BritHumeFoxNews",1158666,827,2010-02-07 10:55:13,Southwest Florida
Franklin Graham,https://twitter.com/Franklin_Graham,The world is gripped with fear because of the Coronavirus. We pray for the people of China &amp; other nations where this virus is spreading. Our hearts go out to those who are sick &amp; suffering &amp; to the families who are grieving the loss of loved ones. https://t.co/waJ4m0zOQe,,1232840133298335746,,,209,2020-02-27 09:29:27,6412,936,1,44945327,Official Twitter account for the President of Samaritan's Purse and the Billy Graham Evangelistic Association. Opinions stated are my own.,2300156,95,2009-06-06 01:29:55,
Shesh Paul Vaid,https://twitter.com/spvaid,"The world is suffering economically, psychologically and physically due to severe negligence of China in dealing with #COVID19. Severe sanctions should be imposed and China should be removed as a permanent member of the United Nations Security Council.",,1240873972100562946,,,378,2020-03-20 13:33:03,2015,585,1,4672462093,Former DGP of J&K (2016-2018); Former Secretary CIPSA. RTs ¡Ù endorsements.,101149,57,2015-12-29 18:50:16,Jammu & Kashmir
SUHEL SETH,https://twitter.com/Suhelseth,The world should make China pay. And pay dearly. Stop trade with them. Blacklist their companies. Ostracise them at global fora. And make sure the corrupt and criminal regime of Xi Jing Ping is ousted. And never make them forget it¡¯s a Chinese Virus.,,1243124488562040833,,,644,2020-03-26 18:35:48,10331,3971,1,37168231,Bon Vivant; Marketing Maven; Author and Actor,4760604,2120,2009-05-02 16:44:45,
Paul Mozur ÃÏ½¨_,https://twitter.com/paulmozur,"The world's best system of disinformation sits not in Moscow, but Beijing. A new leak shows how Beijing pulled on specialized software, censors, trolls, snitches, and police to exert precise control over the early narrative of the coronavirus pandemic. https://t.co/V7B6vs4o6V",,1340238064795303938,,,271,2020-12-19 18:10:29,4224,2407,1,76347918,Cover tech in Asia for @NYTimes. I am so wise I had my mouth sewn shut. pmozur at https://t.co/zGJ4T9a0YP,49837,3892,2009-09-22 22:35:28,Taipei
Rajdeep Sardesai,https://twitter.com/sardesairajdeep,"The worst ever GDP quarterly numbers; Highest single day Covid numbers; another attempted China intrusion.: after all the distractions, normal  service has been restored to the news cycle! Good night, shubhratri. ",,1300474850096672770,,,872,2020-09-01 00:45:40,17409,2193,1,56304605,"Citizen first. Only 'ism' is humanism. newsman, tv anchor, author, father, friend. 2019: How Modi Won India. ab Hindi mein! order here: https://t.co/XEpTwJdcZq",9105361,589,2009-07-13 14:14:44,New Delhi
Dan Roan,https://twitter.com/danroan,The ¡®disinfecting pod¡¯ here at Windsor Park welcomes some of the 1000 Northern Ireland fans allowed inside for tonight¡¯s huge Euro qualifying play-off final v Slovakia. https://t.co/l7XhDAc8Kx,,1326964911889653762,['http://pbs.twimg.com/ext_tw_video_thumb/1326964818528661505/pu/img/57OXQAKYjLB7CQAC.jpg'],https://twitter.com/danroan/status/1326964911889653762/video/1,1447,2020-11-13 03:07:43,6200,1166,1,21642976,"Sports Editor, @BBCNews. Journalist, proud husband & dad. Honorary Fellow @UniNorthants. Personal account",305535,8741,2009-02-23 17:56:05,Various 
Laura Ingraham,https://twitter.com/IngrahamAngle,"The ¡°experts¡± are routinely wrong on issues big and small¡ªon wearing masks, on reusable grocery bags...virus modeling and treatments. For years they defended outsourcing to China. So when experts issue edicts, remember their often spectacular record of failure.",,1246066751802150912,,,1357,2020-04-03 21:27:19,12724,3655,1,50769180,"Mom, author, host, The Ingraham Angle, 10p ET @FoxNews. Retweets do not = Endorsements",3711262,363,2009-06-26 05:03:25,DC
Paul Krugman,https://twitter.com/paulkrugman,"There are now good reasons to believe that the coronavirus will hit America especially hard, even though it originated in  China. Why? Because it plays into multiple pre-existing weaknesses 1/",,1236295190756941825,,,1506,2020-03-07 22:18:37,19049,5589,1,17006157,"Nobel laureate. Op-Ed columnist, @nytopinion. Author, ¡°The Return of Depression Economics,¡± ¡°The Great Unraveling,¡± ""Arguing With Zombies,""  + more.",4646789,78,2008-10-28 04:17:02,New York City
Tim Young,https://twitter.com/TimRunsHisMouth,There are only two types of people who AREN'T blaming China for coronavirus: People with severe Trump Derangment Syndrome... and people who are paid by the Chinese Government.,,1247903227506376704,,,116,2020-04-08 23:04:49,3958,1367,1,34367582,"Author, Host, Comedian, @WashTimes Columnist, @SiriusXMPatriot personality ... Instagram/Parler/Gab: @TimRunsHisMouth. 

Booking and Contact: Tim@timyoung.com",277696,40789,2009-04-23 03:20:20,Texas
Rob Portman,https://twitter.com/senrobportman,"There are troubling reports indicating that China has been working to steal US taxpayer-funded COVID19 related research. This is precisely why we need to pass the Safeguarding American Innovation Act to protect this vital research from foreign theft.
https://t.co/fmh2iqtPdZ",,1294354644907556865,,,256,2020-08-15 03:26:09,1097,1026,1,18915145,United States Senator from the Buckeye State.,161328,5046,2009-01-13 04:56:42,Ohio
Rob Portman,https://twitter.com/senrobportman,"There are troubling reports that #China is aggressively trying to steal US  taxpayer-funded #COVID19 treatment &amp; vaccine research. 

The Safeguarding American Innovation Act will go a long way towards protecting this vital research &amp; safeguarding the taxpayer's investment. https://t.co/bYClT4R8Jh",,1289651848337661953,['http://pbs.twimg.com/amplify_video_thumb/1288969388100653056/img/yGNJcEGwk9p9ZanF.jpg'],https://twitter.com/senrobportman/status/1289651848337661953/video/1,153,2020-08-02 03:58:55,1080,1017,1,18915145,United States Senator from the Buckeye State.,161328,5046,2009-01-13 04:56:42,Ohio
Mbuyiseni Ndlozi,https://twitter.com/MbuyiseniNdlozi,"There is absolutely no rational in protesting South Africans to come home from China. None of them have Coronavirus. If they did, they would have been committed to Wuhan hospital facilities. Allow them to come home, this is their home! They are us, we are them! Stop being so evil",,1238021867279187968,,,712,2020-03-12 16:39:49,4729,861,0,454904118,EFF Commissar & Member of Parliament - @EFFSouthAfrica Economic Freedom In Our Life Time. Supporter of BDS - Free Palestine!,1249145,5468,2012-01-04 22:28:42,"Evaton, Johannesburg"
Elise Stefanik,https://twitter.com/EliseStefanik,"There is no doubt that China¡¯s unconscionable decision to orchestrate an elaborate coverup of the wide-ranging and deadly implications of coronavirus led to the death of thousands of people &amp; climbing. China must, and will, be held accountable.
https://t.co/MhTQv3NVIp",,1242586249023631362,,,583,2020-03-25 06:57:02,5476,1965,1,109579534,#NY21 U.S. Congresswoman. New ideas,327236,1875,2010-01-29 22:56:38,#NY21 
"Dr. David Samadi, MD",https://twitter.com/drdavidsamadi,"There is no more debate about what to call the virus.

It came from China. China did this.

You can all it the Wuhan Virus, the China Virus or the Chinese Virus but stop shifting blame away from China.

That¡¯s it. That¡¯s the tweet.",,1283347575710646275,,,166,2020-07-15 18:28:00,3761,1255,1,25816369,Tweets represent my own views. Follow my Instagram @DrDavidSamadi. #RoboticSurgery. Expert in https://t.co/QK3ifWiRPB @newsmax contributor,326777,3941,2009-03-22 21:19:49,"Manhattan, New York"
David French,https://twitter.com/DavidAFrench,"There is no reason to believe China's coronavirus numbers. 

If I was 25 years younger, I'd add a clap emoji in between each of those words.",,1243592009673211904,,,427,2020-03-28 01:33:34,17240,1638,1,240107748,"Senior Editor @TheDispatch, Columnist @Time, Co-host, Advisory Opinions podcast, Iraq vet, married to @NancyAFrench. ¡°A real problem¡± -Rush Limbaugh.",246769,999,2011-01-19 12:58:15,"Franklin, TN"
Mbuyiseni Ndlozi,https://twitter.com/MbuyiseniNdlozi,"There is nothing, whatsoever, in SA Covid-19 data that justifies opening of mines, schools, churches, selling alcohol: ending of lockdown!

Karim is lying that we expected to see rise in case when lockdown ends. No, lockdown is REDUCTION of outbreaks. If China is the example!",,1266439189421309954,,,105,2020-05-30 02:40:06,736,133,0,454904118,EFF Commissar & Member of Parliament - @EFFSouthAfrica Economic Freedom In Our Life Time. Supporter of BDS - Free Palestine!,1249145,5468,2012-01-04 22:28:42,"Evaton, Johannesburg"
Jim Rickards,https://twitter.com/JamesGRickards,"There is one story that may be bigger than the elections, the riots, and the pandemic, but it will take a few years to play out. The U.S. will convert China's $1.2 trillion of Treasury notes to a trust fund for COVID-19 victims and for economic damages. Bye-bye China reserves. https://t.co/GmhbF2Hxjl",,1306055964211191814,['http://pbs.twimg.com/media/EiAKMY2WsAI4HQ7.jpg'],,476,2020-09-16 10:23:01,4819,1963,0,93295809,"NY Times bestselling author: The New Great Depression, Aftermath, The Road to Ruin, Death of Money, Currency Wars, The New Case for Gold. Have pen, will travel.",171581,2020,2009-11-29 09:06:14,"Portsmouth, NH USA"
Sen. Marsha Blackburn,https://twitter.com/MarshaBlackburn,"There needs to be consequences for the Communist Party¡¯s Coronavirus cover up.
 
They¡¯ve cost the USA trillions in taxpayer dollars.
 
China must pay for the damage it has caused.

@seanhannity @GordonGChang #ChinaLiedPeopleDied https://t.co/yIFUW8QWEm",,1246495789473562625,['http://pbs.twimg.com/media/EUxwmIlWkAAy-2W.jpg'],https://twitter.com/MarshaBlackburn/status/1246495789473562625/video/1,570,2020-04-05 01:52:09,2182,1339,1,278145569,I am honored to serve the people of Tennessee.,289154,2184,2011-04-07 02:05:33,"Brentwood, TN"
Juanita Broaddrick,https://twitter.com/atensnut,There needs to be contact tracing on who brought China Virus to the White House......,,1313478374371794944,,,376,2020-10-06 21:57:02,9956,2124,0,22677397,"Author, ""You'd Better Put Some Ice On That"" retired RN & business owner, SPEAKER, PROUD TRUMP SUPPORTER",429938,4631,2009-03-04 04:52:40,"Fort Smith, Arkansas"
Brit Hume,https://twitter.com/brithume,"There should be an asterisk next to the claim that the US is number one in coronavirus cases, because it depends on believing China¡¯s numbers. They have reported no new cases for several days. Right.",,1243592032414818305,,,1300,2020-03-28 01:33:40,18702,4034,1,112047805,"Sr. Political Analyst, Fox News Channel. Arguments welcome. Name callers & verbal abusers blocked. Parler Acct: BritHumeFoxNews",1158666,827,2010-02-07 10:55:13,Southwest Florida
NPR,https://twitter.com/NPR,"There's ""no evidence"" that people gain immunity to COVID-19 after catching the disease, the World Health Organization says.

Now, several reports from South Korea and China show that people who have recovered from the coronavirus are suffering relapses. https://t.co/EbojTYfDg4",,1254494721071865859,,,101,2020-04-27 03:37:03,1046,726,1,5392522,"News. Arts & Life. Music & more. This is NPR.

",8673338,68880,2007-04-22 13:10:15,
NPR,https://twitter.com/NPR,"There's ""no evidence"" that people gain immunity to COVID-19 after catching the disease, the World Health Organization says.

Now, several reports from South Korea and China show that people who have recovered from the coronavirus are suffering relapses. https://t.co/fer0RoZG1v",,1254655774242021379,,,144,2020-04-27 14:17:01,2423,1709,1,5392522,"News. Arts & Life. Music & more. This is NPR.

",8673338,68880,2007-04-22 13:10:15,
Lou Dobbs,https://twitter.com/LouDobbs,There's novreason to doubt China's intentions and objectives worldwide:  Fmr U.S. Ambassador to Japan Hagerty says China Handling of Coronavirus ¡®Crime of the Century¡® -- ¡®Greatest Cover-Up in Human History¡®  https://t.co/Z9ZgWaHjdu #MAGA @realDonaldTrump #AmericaFirst #Dobbs,,1246776618728796161,,,107,2020-04-05 20:28:04,1694,718,1,26487169,,2183611,1955,2009-03-25 20:39:59,"New York, NY"
Free Speech Matters,https://twitter.com/OutragedMary,"Theresa May Blames Nationalism for the Coronavirus Crisis. She Praises WHO and their backing of China.
May has evidently earned millions of pounds in lecture fees since leaving as PM.
https://t.co/aFFLbesGm2",,1258695760360734725,,,121,2020-05-08 17:50:29,180,122,0,7.64573E+17,"Political Correctness is the new Fascism, enjoyed by those who like telling the rest of us what to do and think",26790,24168,2016-08-14 05:24:08,"Margate, England"
Andrew Stroehlein,https://twitter.com/astroehlein,"There¡¯s a serious danger in people being told that only authoritarian brutality will save us... 

The fact is, China¡¯s authoritarianism - specifically, early censorship of #coronavirus information to protect political egos - got us all into this mess in the first place. https://t.co/zc7xblHXBd",,1240911611906449409,['http://pbs.twimg.com/media/ETiahHMWkAERE7z.jpg'],,149,2020-03-20 16:02:37,2817,1588,1,17672825,"European Media Director, Human Rights Watch, @HRW. Covering #humanrights worldwide. (If I've blocked you, there's a reason for it: https://t.co/gK7ecoTqpB)",110594,8805,2008-11-27 16:01:19,"Brussels, Belgium"
Mike Pence,https://twitter.com/Mike_Pence,"There¡¯s no question, that by suspending all travel from China in January and by suspending travel from Europe recently, President @realDonaldTrump bought our Nation invaluable time to stand up our response to the Coronavirus. https://t.co/XrYbqn4wad",,1243594887733403649,['http://pbs.twimg.com/amplify_video_thumb/1243592040618876934/img/i5IFO3Rbly4vTKMe.jpg'],https://twitter.com/Mike_Pence/status/1243594887733403649/video/1,652,2020-03-28 01:45:00,4790,787,1,22203756,"Husband, father, 48th Vice President of the United States ",6046882,51,2009-02-28 07:04:51,
Todd Vanderheyden,https://twitter.com/ToddCTV,There¡¯s something kinda cool about seeing the Prime Minister with a model of the Millennium Falcon on the shelf behind him #StarWars https://t.co/qlYji2Wxrl,,1336435035587686406,['http://pbs.twimg.com/media/Eov4k52WEAAwTGb.jpg'],,1274,2020-12-09 06:18:36,3549,271,1,34818169,Journalist,10260,5907,2009-04-24 10:30:44,Canada
Greta Van Susteren,https://twitter.com/greta,These Chinese citizens are talking about USA treating China better? Really? Who gave USA the virus? Who has been unfair in trade? Who has stolen USA technology? Should I go on? https://t.co/pMj1XTm8Cw,,1325781526735441921,['http://pbs.twimg.com/media/EmYfRVyXUAIiRnO.jpg'],,127,2020-11-09 20:45:22,1082,178,1,16031927,Host of Full Court Press (Sunday show syndicated by Gray TV-check https://t.co/9D7prb2t8u for tv listings) and host of VOA TV Plugged In,1145867,2762,2008-08-29 04:04:54,Washington
Robert Combs,https://twitter.com/blaze0497,"These People Need To Be Visited By Secret Service, Sickening #Liberal POS!
UNHINGED: #MichaelMoore Wishes China Virus Beats #Trump: ¡®My Thoughts and Prayers Are With #COVID19 
#Trump2020

https://t.co/3z3OEbLNuB",,1312562043061440514,,,108,2020-10-04 09:15:51,135,133,0,2981776113,"Looking to reclaim our nation from the Globalist Establishment
#Mighty200 #Pride",24066,18070,2015-01-17 06:14:39,"Kentucky, USA"
Tea Pain,https://twitter.com/TeaPainUSA,"These bigots wantin' to call COVID-19 the ""China Virus"" would lose their minds if the next pandemic was called the ""Caucasian Flu.""

https://t.co/c6OqsInAdY",,1306621874529603584,,,120,2020-09-17 23:51:45,701,203,0,2421067430,"Democracy Savage - Born Thomas Elmer Addison Pain - July 4th, 1976",699708,123160,2014-04-01 05:05:45,"Gizzard Ridge, AR"
Diamond and Silk_,https://twitter.com/DiamondandSilk,These crazy Democrats have lost their damn minds. Not one of them blamed China for a virus that came from China.   #DNC,,1296276259073392645,,,103,2020-08-20 10:41:58,4224,865,1,2908170952,"""We've Moved To https://t.co/v2pjMiKr8c""
President Donald J Trump's Most Loyal Supporters, Host of Crystal Clear, Newsmax, D&S-The Podcast & Best Selling Authors ""UPRISING""",1250595,44,2014-12-07 02:49:06,United States
Adam Serwer ,https://twitter.com/AdamSerwer,"These guys really think they can racism their way out of their dishonest, incompetent response to a global a pandemic by saying ¡°china virus¡± over and over",,1238165282222473216,,,101,2020-03-13 02:09:41,6983,1245,1,16326882,"Staff Writer, @TheAtlantic Ideas. My jokes aren't funny. adam@theatlantic.com",338742,2125,2008-09-17 20:10:49,"Texas, USA"
Kenneth Roth,https://twitter.com/KenRoth,These maps show the disastrous effect of the Chinese government's censorship of the Wuhan doctors who tried to warn us early about the coronavirus. The ensuing three-week delay enabled the coronavirus to spread throughout China and around the world. https://t.co/6bCqrVXV4I https://t.co/h9GNlWNNee,,1241696436426870784,"['http://pbs.twimg.com/media/ETtkUiKWAAANJSZ.jpg', 'http://pbs.twimg.com/media/ETtkUyJWAAEdgVt.jpg', 'http://pbs.twimg.com/media/ETtkU_jXkAAZRvd.jpg']",,187,2020-03-22 20:01:14,1645,1177,1,17839398,"Executive Director,  
Human Rights Watch @HRW",389332,1045,2008-12-03 23:55:20,New York
Arvind Kejriwal,https://twitter.com/ArvindKejriwal,"They used to say, back in the day - what America does today, India would do tomorrow. 

Delhi has changed it. Now - what Delhi did yesterday, America does today. 

Congratulations Delhiites for achieving this for our country.",,1297900572889112576,,,842,2020-08-24 22:16:25,10413,2540,1,405427035,"__ _____ _____ ___, ____ __ ____ ____ __ ____ __ ____ ____ ___ ____ _____ __ ____ ___ ____ __ ____ __ _____ ___ _______ __ _______ __, _ __ _____ __ ___ ___",21437556,218,2011-11-05 17:15:08,India
CHIZ ,https://twitter.com/CHIZMAGA,They¡¯ve finally found something to scare off the China virus. https://t.co/6IIA67dKYH,,1240566267045539842,['http://pbs.twimg.com/media/ETdgcZHU8AAaWEJ.jpg'],,233,2020-03-19 17:10:21,536,148,0,34756550,,121380,56102,2009-04-24 06:40:57,"San Diego, CA"
Titania McGrath,https://twitter.com/TitaniaMcGrath,"Things not to joke about: 

_ Womxn
_ Latinxs
_ Blxck Lxsbians 
_ BLM
_ Antifa
_ Trans Vikings
_ Cottage cheese
_ Kamala Harris
_ Joe Biden
_ Hair-sniffing 
_ Covid-19 
_ China
_ Eating bats
_ Spousal coercion 
_ Ginger simps
_ Meghan Markle

Thanks.",,1295896016152125440,,,701,2020-08-19 09:31:01,13466,1852,0,9.90317E+17,Activist. Healer. Radical intersectionalist poet. Nonwhite. Ecosexual. Pronouns: variable. Selfless and brave. Buy my books.,600226,983,2018-04-29 03:50:33,
Faye DSouza,https://twitter.com/fayedsouza,"Things to report today. 
- India registered the highest COVID deaths/ day than any other country
-Tensions with China PLA in Ladhak 
-Rising farmer suicides from across the country
-Goldman predicts India¡¯s GDP -14.8% . Fitch cuts its forecast for India for FY21 to -10.5%. 

FYI",,1303596217859936257,,,414,2020-09-09 15:28:52,9524,2421,1,33915298,Journalist. Entrepreneur. Tree Hugger. Equal Rights-Equal Opportunity-Equal pay. She/Her,1035414,1023,2009-04-21 22:14:54,
John Cardillo,https://twitter.com/johncardillo,"Things were going too well.

America was getting too strong and prosperous.

Hence the China Virus scam.",,1340063261731991559,,,135,2020-12-19 06:35:53,4626,904,1,27995424,TV guy. #NYPD once upon a time. My horses call me a wannabe cowboy. Opinion is mine. RT ¡Ù endorsement. #Resist,220999,1234,2009-04-01 07:35:52,Florida 
Dan Harris,https://twitter.com/danharris,This 100% matches what my law firm is seeing from our clients. Nearly all desperately want to cut their manufacturing ties w/ China. They're tired of China's unreliability and xenophobia and they see consumer anger at China's mishandling of coronavirus. https://t.co/wl2uzhL9iB,,1247910483006373891,,,130,2020-04-08 23:33:38,2378,1241,0,212112724,"International Lawyer. If I have something nice to say, I probably won't say it on Twitter. Freedom/truth/democracy/equality are good things. The CCP ¡Ù China.",10358,1881,2010-11-05 12:53:00,Mostly Seattle
